TimeStamp,stage1_to_stage2_true_expected_lag,stage1_to_stage2_true_argmax_lag,stage1_to_stage2_true_pi_lag0,stage1_to_stage2_true_pi_lag1,stage1_to_stage2_true_pi_lag2,stage1_to_stage2_true_pi_lag3,stage1_to_stage2_true_pi_lag4,stage1_to_stage2_true_pi_lag5,stage1_to_stage2_true_pi_lag6,stage1_to_stage2_true_pi_lag7,stage1_to_stage2_true_pi_lag8,stage1_to_stage2_true_pi_lag9,stage1_to_stage2_true_pi_lag10,stage1_to_stage2_true_pi_lag11,stage1_to_stage2_true_pi_lag12,stage1_to_stage2_true_pi_lag13,stage1_to_stage2_true_pi_lag14,stage1_to_stage2_true_pi_lag15,stage1_to_stage2_true_pi_lag16,stage1_to_stage2_true_pi_lag17,stage1_to_stage2_true_pi_lag18,stage1_to_stage2_true_pi_lag19,stage1_to_stage2_true_pi_lag20,stage1_to_stage2_true_pi_lag21,stage1_to_stage2_true_pi_lag22,stage1_to_stage2_true_pi_lag23
2021-04-30 2:45,2.00228323534448,2,0,0,0.997716764655517,0.00228323534448327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 3:00,2.00251155887893,2,0,0,0.997488441121069,0.00251155887893129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 3:15,2.00273988241338,2,0,0,0.99726011758662,0.00273988241337975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 3:30,2.00296820594783,2,0,0,0.997031794052172,0.00296820594782821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 3:45,2.00319652948228,2,0,0,0.996803470517724,0.00319652948227622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 4:00,2.00342485301672,2,0,0,0.996575146983275,0.00342485301672468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 4:15,2.00365317655117,2,0,0,0.996346823448827,0.00365317655117314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 4:30,2.00388150008562,2,0,0,0.996118499914379,0.00388150008562116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 4:45,2.00410982362007,2,0,0,0.99589017637993,0.00410982362006962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 5:00,2.00433814715452,2,0,0,0.995661852845482,0.00433814715451808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 5:15,2.00456647068897,2,0,0,0.995433529311034,0.0045664706889661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 5:30,2.00479479422341,2,0,0,0.995205205776585,0.00479479422341456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 5:45,2.00502311775786,2,0,0,0.994976882242137,0.00502311775786302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 6:00,2.00525144129231,2,0,0,0.994748558707689,0.00525144129231103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 6:15,2.00547976482676,2,0,0,0.994520235173241,0.00547976482675949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 6:30,2.00570808836121,2,0,0,0.994291911638792,0.00570808836120795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 6:45,2.00593641189566,2,0,0,0.994063588104344,0.00593641189565597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 7:00,2.0061647354301,2,0,0,0.993835264569896,0.00616473543010443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 7:15,2.00639305896455,2,0,0,0.993606941035447,0.00639305896455289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 7:30,2.006621382499,2,0,0,0.993378617500999,0.00662138249900091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 7:45,2.00684970603345,2,0,0,0.993150293966551,0.00684970603344937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 8:00,2.0070780295679,2,0,0,0.992921970432102,0.00707802956789783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 8:15,2.00730635310235,2,0,0,0.992693646897654,0.00730635310234584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 8:30,2.00753467663679,2,0,0,0.992465323363206,0.0075346766367943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 8:45,2.00776300017124,2,0,0,0.992236999828757,0.00776300017124276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 9:00,2.00799132370569,2,0,0,0.992008676294309,0.00799132370569078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 9:15,2.00821964724014,2,0,0,0.991780352759861,0.00821964724013924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 9:30,2.00844797077459,2,0,0,0.991552029225412,0.0084479707745877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 9:45,2.00867629430904,2,0,0,0.991323705690964,0.00867629430903571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 10:00,2.00890461784348,2,0,0,0.991095382156516,0.00890461784348417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 10:15,2.00913294137793,2,0,0,0.990867058622067,0.00913294137793264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 10:30,2.00936126491238,2,0,0,0.990638735087619,0.00936126491238065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 10:45,2.00958958844683,2,0,0,0.990410411553171,0.00958958844682911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 11:00,2.00981791198128,2,0,0,0.990182088018722,0.00981791198127757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 11:15,2.01004623551573,2,0,0,0.989953764484274,0.0100462355157256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 11:30,2.01027455905017,2,0,0,0.989725440949826,0.010274559050174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 11:45,2.01050288258462,2,0,0,0.989497117415377,0.0105028825846225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 12:00,2.01073120611907,2,0,0,0.989268793880929,0.0107312061190705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 12:15,2.01095952965352,2,0,0,0.989040470346481,0.010959529653519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 12:30,2.01118785318797,2,0,0,0.988812146812033,0.0111878531879674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 12:45,2.01141617672242,2,0,0,0.988583823277585,0.0114161767224155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 13:00,2.01164450025686,2,0,0,0.988355499743136,0.0116445002568639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 13:15,2.01187282379131,2,0,0,0.988127176208688,0.0118728237913124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 13:30,2.01210114732576,2,0,0,0.98789885267424,0.0121011473257604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 13:45,2.01232947086021,2,0,0,0.987670529139791,0.0123294708602089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 14:00,2.01255779439466,2,0,0,0.987442205605343,0.0125577943946573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 14:15,2.01278611792911,2,0,0,0.987213882070895,0.0127861179291053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 14:30,2.01301444146355,2,0,0,0.986985558536446,0.0130144414635538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 14:45,2.013242764998,2,0,0,0.986757235001998,0.0132427649980023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 15:00,2.01347108853245,2,0,0,0.98652891146755,0.0134710885324503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 15:15,2.0136994120669,2,0,0,0.986300587933101,0.0136994120668987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 15:30,2.01392773560135,2,0,0,0.986072264398653,0.0139277356013472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 15:45,2.0141560591358,2,0,0,0.985843940864205,0.0141560591357952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 16:00,2.01438438267024,2,0,0,0.985615617329756,0.0143843826702437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 16:15,2.01461270620469,2,0,0,0.985387293795308,0.0146127062046921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 16:30,2.01484102973914,2,0,0,0.98515897026086,0.0148410297391401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 16:45,2.01506935327359,2,0,0,0.984930646726411,0.0150693532735886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 17:00,2.01529767680804,2,0,0,0.984702323191963,0.0152976768080371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 17:15,2.01552600034249,2,0,0,0.984473999657514,0.0155260003424855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 17:30,2.01575432387693,2,0,0,0.984245676123066,0.0157543238769335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 17:45,2.01598264741138,2,0,0,0.984017352588618,0.015982647411382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 18:00,2.01621097094583,2,0,0,0.98378902905417,0.0162109709458305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 18:15,2.01643929448028,2,0,0,0.983560705519722,0.0164392944802785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 18:30,2.01666761801473,2,0,0,0.983332381985273,0.0166676180147269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 18:45,2.01689594154918,2,0,0,0.983104058450825,0.0168959415491754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 19:00,2.01712426508362,2,0,0,0.982875734916377,0.0171242650836234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 19:15,2.01735258861807,2,0,0,0.982647411381928,0.0173525886180719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 19:30,2.01758091215252,2,0,0,0.98241908784748,0.0175809121525203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 19:45,2.01780923568697,2,0,0,0.982190764313032,0.0178092356869683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 20:00,2.01803755922142,2,0,0,0.981962440778583,0.0180375592214168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 20:15,2.01826588275587,2,0,0,0.981734117244135,0.0182658827558653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 20:30,2.01849420629031,2,0,0,0.981505793709687,0.0184942062903133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 20:45,2.01872252982476,2,0,0,0.981277470175238,0.0187225298247617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 21:00,2.01895085335921,2,0,0,0.98104914664079,0.0189508533592102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 21:15,2.01917917689366,2,0,0,0.980820823106342,0.0191791768936582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 21:30,2.01940750042811,2,0,0,0.980592499571893,0.0194075004281067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 21:45,2.01963582396256,2,0,0,0.980364176037445,0.0196358239625551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 22:00,2.019864147497,2,0,0,0.980135852502997,0.0198641474970032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 22:15,2.02009247103145,2,0,0,0.979907528968548,0.0200924710314516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 22:30,2.0203207945659,2,0,0,0.9796792054341,0.0203207945659001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 22:45,2.02054911810035,2,0,0,0.979450881899652,0.0205491181003481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 23:00,2.0207774416348,2,0,0,0.979222558365203,0.0207774416347966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 23:15,2.02100576516925,2,0,0,0.978994234830755,0.021005765169245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 23:30,2.02123408870369,2,0,0,0.978765911296307,0.021234088703693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 23:45,2.02146241223814,2,0,0,0.978537587761859,0.0214624122381415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 0:00,2.02169073577259,2,0,0,0.97830926422741,0.02169073577259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 0:15,2.02191905930704,2,0,0,0.978080940692962,0.021919059307038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 0:30,2.02214738284149,2,0,0,0.977852617158514,0.0221473828414864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 0:45,2.02237570637593,2,0,0,0.977624293624065,0.0223757063759349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 1:00,2.02260402991038,2,0,0,0.977395970089617,0.0226040299103829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 1:15,2.02283235344483,2,0,0,0.977167646555169,0.0228323534448314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 1:30,2.02306067697928,2,0,0,0.97693932302072,0.0230606769792798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 1:45,2.02328900051373,2,0,0,0.976710999486272,0.0232890005137278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 2:00,2.02351732404818,2,0,0,0.976482675951824,0.0235173240481763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 2:15,2.02374564758262,2,0,0,0.976254352417375,0.0237456475826248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 2:30,2.02397397111707,2,0,0,0.976026028882927,0.0239739711170728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 2:45,2.02420229465152,2,0,0,0.975797705348479,0.0242022946515212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 3:00,2.02443061818597,2,0,0,0.97556938181403,0.0244306181859697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 3:15,2.02465894172042,2,0,0,0.975341058279582,0.0246589417204177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 3:30,2.02488726525487,2,0,0,0.975112734745134,0.0248872652548662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 3:45,2.02511558878931,2,0,0,0.974884411210685,0.0251155887893146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 4:00,2.02534391232376,2,0,0,0.974656087676237,0.0253439123237627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 4:15,2.02557223585821,2,0,0,0.974427764141789,0.0255722358582111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 4:30,2.02580055939266,2,0,0,0.97419944060734,0.0258005593926596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 4:45,2.02602888292711,2,0,0,0.973971117072892,0.0260288829271076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 5:00,2.02625720646156,2,0,0,0.973742793538444,0.026257206461556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 5:15,2.026485529996,2,0,0,0.973514470003995,0.0264855299960045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 5:30,2.02671385353045,2,0,0,0.973286146469547,0.0267138535304525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 5:45,2.0269421770649,2,0,0,0.973057822935099,0.026942177064901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 6:00,2.02717050059935,2,0,0,0.972829499400651,0.0271705005993494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 6:15,2.0273988241338,2,0,0,0.972601175866203,0.0273988241337975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 6:30,2.02762714766825,2,0,0,0.972372852331754,0.0276271476682459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 6:45,2.02785547120269,2,0,0,0.972144528797306,0.0278554712026944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 7:00,2.02808379473714,2,0,0,0.971916205262858,0.0280837947371424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 7:15,2.02831211827159,2,0,0,0.971687881728409,0.0283121182715909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 7:30,2.02854044180604,2,0,0,0.971459558193961,0.0285404418060393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 7:45,2.02876876534049,2,0,0,0.971231234659513,0.0287687653404873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 8:00,2.02899708887494,2,0,0,0.971002911125064,0.0289970888749358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 8:15,2.02922541240938,2,0,0,0.970774587590616,0.0292254124093843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 8:30,2.02945373594383,2,0,0,0.970546264056168,0.0294537359438323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 8:45,2.02968205947828,2,0,0,0.970317940521719,0.0296820594782807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 9:00,2.02991038301273,2,0,0,0.970089616987271,0.0299103830127292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 9:15,2.03013870654718,2,0,0,0.969861293452823,0.0301387065471772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 9:30,2.03036703008163,2,0,0,0.969632969918374,0.0303670300816257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 9:45,2.03059535361607,2,0,0,0.969404646383926,0.0305953536160741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 10:00,2.03082367715052,2,0,0,0.969176322849478,0.0308236771505221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 10:15,2.03105200068497,2,0,0,0.968947999315029,0.0310520006849706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 10:30,2.03128032421942,2,0,0,0.968719675780581,0.0312803242194191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 10:45,2.03150864775387,2,0,0,0.968491352246133,0.0315086477538671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 11:00,2.03173697128832,2,0,0,0.968263028711684,0.0317369712883155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 11:15,2.03196529482276,2,0,0,0.968034705177236,0.031965294822764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 11:30,2.03219361835721,2,0,0,0.967806381642788,0.032193618357212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 11:45,2.03242194189166,2,0,0,0.96757805810834,0.0324219418916605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 12:00,2.03265026542611,2,0,0,0.967349734573891,0.0326502654261089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 12:15,2.03287858896056,2,0,0,0.967121411039443,0.032878588960557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 12:30,2.03310691249501,2,0,0,0.966893087504995,0.0331069124950054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 12:45,2.03333523602945,2,0,0,0.966664763970546,0.0333352360294539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 13:00,2.0335635595639,2,0,0,0.966436440436098,0.0335635595639019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 13:15,2.03379188309835,2,0,0,0.96620811690165,0.0337918830983504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 13:30,2.0340202066328,2,0,0,0.965979793367201,0.0340202066327988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 13:45,2.03424853016725,2,0,0,0.965751469832753,0.0342485301672468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 14:00,2.0344768537017,2,0,0,0.965523146298305,0.0344768537016953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 14:15,2.03470517723614,2,0,0,0.965294822763856,0.0347051772361437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 14:30,2.03493350077059,2,0,0,0.965066499229408,0.0349335007705918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 14:45,2.03516182430504,2,0,0,0.96483817569496,0.0351618243050402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 15:00,2.03539014783949,2,0,0,0.964609852160511,0.0353901478394887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 15:15,2.03561847137394,2,0,0,0.964381528626063,0.0356184713739367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 15:30,2.03584679490839,2,0,0,0.964153205091615,0.0358467949083852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
