TimeStamp,stage1_to_stage2_true_expected_lag,stage1_to_stage2_true_argmax_lag,stage1_to_stage2_true_pi_lag0,stage1_to_stage2_true_pi_lag1,stage1_to_stage2_true_pi_lag2,stage1_to_stage2_true_pi_lag3,stage1_to_stage2_true_pi_lag4,stage1_to_stage2_true_pi_lag5,stage1_to_stage2_true_pi_lag6,stage1_to_stage2_true_pi_lag7,stage1_to_stage2_true_pi_lag8,stage1_to_stage2_true_pi_lag9,stage1_to_stage2_true_pi_lag10,stage1_to_stage2_true_pi_lag11,stage1_to_stage2_true_pi_lag12,stage1_to_stage2_true_pi_lag13,stage1_to_stage2_true_pi_lag14,stage1_to_stage2_true_pi_lag15,stage1_to_stage2_true_pi_lag16,stage1_to_stage2_true_pi_lag17,stage1_to_stage2_true_pi_lag18,stage1_to_stage2_true_pi_lag19,stage1_to_stage2_true_pi_lag20,stage1_to_stage2_true_pi_lag21,stage1_to_stage2_true_pi_lag22,stage1_to_stage2_true_pi_lag23
2021-04-30 5:15,6.55773482148874,7,0,0,0,0,0,0,0.442265178511256,0.557734821488744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 5:30,6.58527096604838,7,0,0,0,0,0,0,0.414729033951615,0.585270966048385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 5:45,6.61275594536904,7,0,0,0,0,0,0,0.387244054630959,0.612755945369041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 6:00,6.64018735667385,7,0,0,0,0,0,0,0.35981264332615,0.64018735667385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 6:15,6.66756280186894,7,0,0,0,0,0,0,0.332437198131057,0.667562801868943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 6:30,6.69487988775309,7,0,0,0,0,0,0,0.305120112246909,0.694879887753091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 6:45,6.72213622622692,7,0,0,0,0,0,0,0.277863773773081,0.722136226226919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 7:00,6.74932943450168,7,0,0,0,0,0,0,0.25067056549832,0.74932943450168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 7:15,6.77645713530756,7,0,0,0,0,0,0,0.223542864692438,0.776457135307562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 7:30,6.80351695710151,7,0,0,0,0,0,0,0.196483042898491,0.803516957101509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 7:45,6.83050653427455,7,0,0,0,0,0,0,0.169493465725452,0.830506534274548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 8:00,6.85742350735859,7,0,0,0,0,0,0,0.142576492641407,0.857423507358593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 8:15,6.88426552323271,7,0,0,0,0,0,0,0.115734476767288,0.884265523232712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 8:30,6.91103023532884,7,0,0,0,0,0,0,0.0889697646711554,0.911030235328845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 8:45,6.93771530383693,7,0,0,0,0,0,0,0.0622846961630668,0.937715303836933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 9:00,6.96431839590948,7,0,0,0,0,0,0,0.0356816040905157,0.964318395909484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 9:15,6.9908371858655,7,0,0,0,0,0,0,0.00916281413449838,0.990837185865502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 9:30,7.0172693553938,7,0,0,0,0,0,0,0,0.9827306446062,0.0172693553938004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 9:45,7.04361259375568,7,0,0,0,0,0,0,0,0.956387406244319,0.0436125937556815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 10:00,7.06986459798694,7,0,0,0,0,0,0,0,0.930135402013061,0.069864597986939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 10:15,7.09602307309919,7,0,0,0,0,0,0,0,0.903976926900815,0.0960230730991851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 10:30,7.12208573228048,7,0,0,0,0,0,0,0,0.877914267719516,0.122085732280484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 10:45,7.14805029709527,7,0,0,0,0,0,0,0,0.851949702904731,0.148050297095269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 11:00,7.17391449768352,7,0,0,0,0,0,0,0,0.826085502316475,0.173914497683525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 11:15,7.19967607295922,7,0,0,0,0,0,0,0,0.800323927040777,0.199676072959223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 11:30,7.22533277080799,7,0,0,0,0,0,0,0,0.774667229192012,0.225332770807988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 11:45,7.25088234828398,7,0,0,0,0,0,0,0,0.749117651716016,0.250882348283984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 12:00,7.27632257180599,7,0,0,0,0,0,0,0,0.723677428194009,0.276322571805991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 12:15,7.30165121735267,7,0,0,0,0,0,0,0,0.698348782647326,0.301651217352674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 12:30,7.326866070657,7,0,0,0,0,0,0,0,0.673133929342996,0.326866070657004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 12:45,7.35196492739984,7,0,0,0,0,0,0,0,0.648035072600164,0.351964927399836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 13:00,7.37694559340261,7,0,0,0,0,0,0,0,0.623054406597387,0.376945593402613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 13:15,7.40180588481919,7,0,0,0,0,0,0,0,0.598194115180814,0.401805884819186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 13:30,7.42654362832673,7,0,0,0,0,0,0,0,0.573456371673275,0.426543628326725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 13:45,7.45115666131572,7,0,0,0,0,0,0,0,0.54884333868428,0.45115666131572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 14:00,7.47564283207903,7,0,0,0,0,0,0,0,0.52435716792097,0.47564283207903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 14:15,7.5,7,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 14:30,7.52422603573959,8,0,0,0,0,0,0,0,0.475773964260412,0.524226035739588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 14:45,7.54831882142252,8,0,0,0,0,0,0,0,0.451681178577481,0.548318821422519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 15:00,7.57227625082243,8,0,0,0,0,0,0,0,0.427723749177567,0.572276250822433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 15:15,7.59609622954601,8,0,0,0,0,0,0,0,0.40390377045399,0.59609622954601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 15:30,7.61977667521607,8,0,0,0,0,0,0,0,0.38022332478393,0.61977667521607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 15:45,7.64331551765361,8,0,0,0,0,0,0,0,0.356684482346386,0.643315517653614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 16:00,7.66671069905881,8,0,0,0,0,0,0,0,0.333289300941193,0.666710699058807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 16:15,7.68996017419087,8,0,0,0,0,0,0,0,0.310039825809134,0.689960174190866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 16:30,7.71306191054687,8,0,0,0,0,0,0,0,0.286938089453134,0.713061910546866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 16:45,7.73601388853942,8,0,0,0,0,0,0,0,0.263986111460583,0.736013888539417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 17:00,7.75881410167323,8,0,0,0,0,0,0,0,0.241185898326773,0.758814101673227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 17:15,7.78146055672051,8,0,0,0,0,0,0,0,0.218539443279495,0.781460556720505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 17:30,7.80395127389522,8,0,0,0,0,0,0,0,0.196048726104783,0.803951273895217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 17:45,7.82628428702616,8,0,0,0,0,0,0,0,0.173715712973838,0.826284287026162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 18:00,7.84845764372885,8,0,0,0,0,0,0,0,0.151542356271147,0.848457643728853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 18:15,7.8704694055762,8,0,0,0,0,0,0,0,0.1295305944238,0.8704694055762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 18:30,7.89231764826797,8,0,0,0,0,0,0,0,0.107682351732025,0.892317648267975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 18:45,7.91400046179903,8,0,0,0,0,0,0,0,0.0859995382009737,0.914000461799026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 19:00,7.93551595062626,8,0,0,0,0,0,0,0,0.0644840493737373,0.935515950626263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 19:15,7.95686223383436,8,0,0,0,0,0,0,0,0.0431377661656374,0.956862233834363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 19:30,7.97803744530021,8,0,0,0,0,0,0,0,0.0219625546997939,0.978037445300206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 19:45,7.99903973385601,8,0,0,0,0,0,0,0,0.000960266143987809,0.999039733856012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 20:00,8.01986726345117,8,0,0,0,0,0,0,0,0,0.980132736548828,0.0198672634511716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 20:15,8.04051821331276,8,0,0,0,0,0,0,0,0,0.959481786687242,0.0405182133127582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 20:30,8.0609907781047,8,0,0,0,0,0,0,0,0,0.939009221895295,0.0609907781047045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 20:45,8.08128316808562,8,0,0,0,0,0,0,0,0,0.918716831914375,0.0812831680856245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 21:00,8.10139360926528,8,0,0,0,0,0,0,0,0,0.898606390734724,0.101393609265276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 21:15,8.12132034355964,8,0,0,0,0,0,0,0,0,0.878679656440358,0.121320343559642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 21:30,8.14106162894464,8,0,0,0,0,0,0,0,0,0.858938371055363,0.141061628944637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 21:45,8.16061573960838,8,0,0,0,0,0,0,0,0,0.83938426039162,0.16061573960838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 22:00,8.17998096610208,8,0,0,0,0,0,0,0,0,0.820019033897919,0.179980966102081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 22:15,8.19915561548948,8,0,0,0,0,0,0,0,0,0.800844384510521,0.199155615489479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 22:30,8.21813801149484,8,0,0,0,0,0,0,0,0,0.781861988505161,0.218138011494839,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 22:45,8.2369264946495,8,0,0,0,0,0,0,0,0,0.763073505350503,0.236926494649497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 23:00,8.25551942243693,8,0,0,0,0,0,0,0,0,0.744480577563067,0.255519422436933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 23:15,8.27391516943636,8,0,0,0,0,0,0,0,0,0.726084830563641,0.273915169436359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 23:30,8.29211212746482,8,0,0,0,0,0,0,0,0,0.707887872535178,0.292112127464822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30 23:45,8.31010870571779,8,0,0,0,0,0,0,0,0,0.689891294282212,0.310108705717788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 0:00,8.32790333090822,8,0,0,0,0,0,0,0,0,0.672096669091784,0.327903330908216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 0:15,8.34549444740409,8,0,0,0,0,0,0,0,0,0.654505552595911,0.345494447404089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 0:30,8.36288051736443,8,0,0,0,0,0,0,0,0,0.637119482635574,0.362880517364426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 0:45,8.38006002087371,8,0,0,0,0,0,0,0,0,0.619939979126293,0.380060020873707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 1:00,8.39703145607475,8,0,0,0,0,0,0,0,0,0.602968543925254,0.397031456074746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 1:15,8.41379333930001,8,0,0,0,0,0,0,0,0,0.586206660699995,0.413793339300005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 1:30,8.43034420520127,8,0,0,0,0,0,0,0,0,0.569655794798729,0.430344205201271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 1:45,8.44668260687778,8,0,0,0,0,0,0,0,0,0.553317393122219,0.446682606877781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 2:00,8.4628071160027,8,0,0,0,0,0,0,0,0,0.537192883997303,0.462807116002697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 2:15,8.47871632294799,8,0,0,0,0,0,0,0,0,0.521283677052015,0.478716322947985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 2:30,8.49440883690763,8,0,0,0,0,0,0,0,0,0.505591163092365,0.494408836907635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 2:45,8.50988328601926,9,0,0,0,0,0,0,0,0,0.49011671398074,0.50988328601926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 3:00,8.52513831748401,9,0,0,0,0,0,0,0,0,0.474861682515989,0.525138317484011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 3:15,8.54017259768485,9,0,0,0,0,0,0,0,0,0.459827402315147,0.540172597684853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 3:30,8.55498481230315,9,0,0,0,0,0,0,0,0,0.445015187696852,0.554984812303148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 3:45,8.56957366643355,9,0,0,0,0,0,0,0,0,0.430426333566446,0.569573666433554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 4:00,8.58393788469723,9,0,0,0,0,0,0,0,0,0.416062115302774,0.583937884697226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 4:15,8.59807621135332,9,0,0,0,0,0,0,0,0,0.401923788646684,0.598076211353316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 4:30,8.61198741040874,9,0,0,0,0,0,0,0,0,0.388012589591256,0.611987410408744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 4:45,8.62567026572626,9,0,0,0,0,0,0,0,0,0.37432973427374,0.62567026572626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 5:00,8.63912358113076,9,0,0,0,0,0,0,0,0,0.360876418869244,0.639123581130756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 5:15,8.65234618051383,9,0,0,0,0,0,0,0,0,0.347653819486171,0.652346180513829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 5:30,8.66533690793662,9,0,0,0,0,0,0,0,0,0.334663092063384,0.665336907936616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 5:45,8.67809462773083,9,0,0,0,0,0,0,0,0,0.321905372269166,0.678094627730834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 6:00,8.69061822459807,9,0,0,0,0,0,0,0,0,0.309381775401935,0.690618224598065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 6:15,8.70290660370726,9,0,0,0,0,0,0,0,0,0.297093396292743,0.702906603707257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 6:30,8.71495869079044,9,0,0,0,0,0,0,0,0,0.285041309209561,0.714958690790439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 6:45,8.72677343223663,9,0,0,0,0,0,0,0,0,0.273226567763368,0.726773432236632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 7:00,8.73834979518396,9,0,0,0,0,0,0,0,0,0.261650204816043,0.738349795183957,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 7:15,8.74968676760993,9,0,0,0,0,0,0,0,0,0.250313232390072,0.749686767609928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 7:30,8.76078335841993,9,0,0,0,0,0,0,0,0,0.239216641580068,0.760783358419932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 7:45,8.77163859753386,9,0,0,0,0,0,0,0,0,0.22836140246614,0.77163859753386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 8:00,8.78225153597093,9,0,0,0,0,0,0,0,0,0.217748464029075,0.782251535970925,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 8:15,8.79262124593261,9,0,0,0,0,0,0,0,0,0.207378754067388,0.792621245932612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 8:30,8.8027468208838,9,0,0,0,0,0,0,0,0,0.197253179116201,0.802746820883799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 8:45,8.812627375632,9,0,0,0,0,0,0,0,0,0.187372624368003,0.812627375631997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 9:00,8.82226204640474,9,0,0,0,0,0,0,0,0,0.177737953595258,0.822262046404742,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 9:15,8.8316499909251,9,0,0,0,0,0,0,0,0,0.168350009074897,0.831649990925103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 9:30,8.84079038848532,9,0,0,0,0,0,0,0,0,0.159209611514683,0.840790388485317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 9:45,8.84968244001854,9,0,0,0,0,0,0,0,0,0.150317559981461,0.849682440018539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 10:00,8.85832536816869,9,0,0,0,0,0,0,0,0,0.141674631831311,0.858325368168689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 10:15,8.86671841735842,9,0,0,0,0,0,0,0,0,0.133281582641578,0.866718417358422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 10:30,8.87486085385517,9,0,0,0,0,0,0,0,0,0.125139146144829,0.874860853855171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 10:45,8.8827519658353,9,0,0,0,0,0,0,0,0,0.117248034164701,0.882751965835299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 11:00,8.89039106344632,9,0,0,0,0,0,0,0,0,0.109608936553684,0.890391063446316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 11:15,8.89777747886721,9,0,0,0,0,0,0,0,0,0.102222521132795,0.897777478867205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 11:30,8.90491056636678,9,0,0,0,0,0,0,0,0,0.0950894336332162,0.904910566366784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 11:45,8.91178970236017,9,0,0,0,0,0,0,0,0,0.0882102976398276,0.911789702360172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 12:00,8.9184142854633,9,0,0,0,0,0,0,0,0,0.0815857145367023,0.918414285463298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 12:15,8.92478373654547,9,0,0,0,0,0,0,0,0,0.0752162634545286,0.924783736545471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 12:30,8.93089749878002,9,0,0,0,0,0,0,0,0,0.0691025012199837,0.930897498780016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 12:45,8.93675503769295,9,0,0,0,0,0,0,0,0,0.0632449623070546,0.936755037692945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 13:00,8.94235584120969,9,0,0,0,0,0,0,0,0,0.0576441587903087,0.942355841209691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 13:15,8.94769941969986,9,0,0,0,0,0,0,0,0,0.0523005803001357,0.947699419699864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 13:30,8.95278530602006,9,0,0,0,0,0,0,0,0,0.0472146939799369,0.952785306020063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 13:45,8.95761305555471,9,0,0,0,0,0,0,0,0,0.0423869444452922,0.957613055554708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 14:00,8.96218224625491,9,0,0,0,0,0,0,0,0,0.0378177537450863,0.962182246254914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 14:15,8.96649247867539,9,0,0,0,0,0,0,0,0,0.0335075213246139,0.966492478675386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 14:30,8.97054337600934,9,0,0,0,0,0,0,0,0,0.0294566239906633,0.970543376009337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 14:45,8.97433458412143,9,0,0,0,0,0,0,0,0,0.025665415878569,0.974334584121431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 15:00,8.97786577157874,9,0,0,0,0,0,0,0,0,0.0221342284212582,0.977865771578742,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 15:15,8.98113662967973,9,0,0,0,0,0,0,0,0,0.0188633703202719,0.981136629679728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 15:30,8.98414687248122,9,0,0,0,0,0,0,0,0,0.0158531275187848,0.984146872481215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 15:45,8.9868962368234,9,0,0,0,0,0,0,0,0,0.0131037631765984,0.986896236823402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01 16:00,8.98938448235286,9,0,0,0,0,0,0,0,0,0.0106155176471425,0.989384482352857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
